rank,project_name,project_code,legacy_ocms_code,State,agency,original_cost,revised_cost,expenditure,physical_progress,cost_overrun_percent,schedule_change_months,expenditure_progress_gap,cost_risk,schedule_risk,progress_risk,financial_risk,rule_based_score,ml_score,final_risk_score,risk_level,risk_reasons
1468,Godavarikhani Coal Mine - 5,Singareni Collieries Company Limited [SCCL],615860,Telangana,Singareni Collieries Company Limited [SCCL],607.04,607.04,200.06,71.0,0.0,12.0,-38.04335793357934,0,50,40,0,25.0,3.3922322,16.356892943382263,LOW,Schedule delay above 6 months
1469,4L PS from Near Guddehosur to Start of Kushalnagara Bypass to near Hemmige Village Periyapatna - Hassan Road Jn from Km. 122.200 to Km. 144.900 of NH-275 Pkg. II,National Highways Authority of India [NHAI],618871,Karnataka,National Highways Authority of India [NHAI],909.86,896.42,32.64,7.18,-1.477150330820132,0.0,-3.53884964637112,0,0,100,0,25.0,3.381205,16.352482080459595,LOW,Low physical progress
1470,6L Access Controlled Greenfield Highway from Vankarakunta Ch. 45700 to Odulapalle Ch. 72000 of [NH-544G]Package-3,National Highways Authority of India [NHAI],618716,Andhra Pradesh,National Highways Authority of India [NHAI],992.91,888.07,319.82,73.1,-10.55886233394768,9.0,-37.08707309108516,0,50,40,0,25.0,3.342526,16.337010383605957,LOW,Schedule delay above 6 months
1471,6L Connectivity to Port Road from Sabbavaram Sheelanagar-NH516C,National Highways Authority of India [NHAI],618805,Andhra Pradesh,National Highways Authority of India [NHAI],977.33,977.33,64.7,4.0,0.0,0.0,2.6200771489670833,0,0,100,0,25.0,3.277258,16.310903191566467,LOW,Low physical progress
1472,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under Phase-III part C1,Power Grid Corporation of India Limited [POWERGRID],611949,Rajasthan,Power Grid Corporation of India Limited [POWERGRID],1160.0,1160.0,1136.8,99.0,0.0,13.0,-1.0,0,75,0,0,22.5,7.010648,16.304259061813354,LOW,Schedule delay above 6 months
1473,Widening to two/four lane with paved shoulder from Km.180.600 to Km.223.000 of NH-63 on Nizamabad-Jagadalpur road on EPC mode under NHO in the state of Telangana.,MoRTH,617936,Telangana,MoRTH,253.99,183.26,0.0,100.0,-27.84755305326982,,-100.0,0,50,0,0,15.0,18.232405,16.292962074279785,LOW,No major rule-based risk indicator detected
1474,4 Lane with PS from Des. Ch 0.000 to Des. Ch. 43.800 of Belgaum-Hungund-Raichur Section of NH-748A Package-1,National Highways Authority of India [NHAI],619108,Karnataka,National Highways Authority of India [NHAI],1452.43,1256.55,206.99,32.57,-13.486364230978436,3.0,-16.09711790219251,0,25,75,0,26.25,1.3236231,16.279449224472046,LOW,Low physical progress
1475,"Improvement and Up gradation to four lane with Paved shoulder configuration from Existing Km 0000 to Km 39500 design km 0500 to Km 40342, Design length km of NH 227A near Mehrauna GhatUP Bihar Border to Siwan on the state of Bihar on Hybrid Annuity Model HAM basis",MoRTH,618251,Bihar,MoRTH,1661.25,1661.25,0.0,5.52,0.0,0.0,-5.52,0,0,100,0,25.0,3.1336665,16.253466606140137,LOW,Low physical progress
1476,Widening and Strengthening to 2/4 lane with paved shoulders of Mahabubnagar Chincholi section from Km 0/0 to Km 60/255 of NH-167N in the state of Telangana under Annual plan 2021-22 on EPC modepackage-I under NHO Job No.167N-TS- 2021-22-75,MoRTH,618106,Telangana,MoRTH,703.68,703.68,279.58,90.69,0.0,16.0,-50.958872214643016,0,75,0,0,22.5,6.867964,16.247185468673706,LOW,Schedule delay above 6 months
1477,Construction of Precast housing and hostels at IIT Hyderabad,"Indian Institute of Technology, Hyderabad",609996,Telangana,"Indian Institute of Technology, Hyderabad",262.0,262.0,213.89,87.44,0.0,15.0,-5.802595419847336,0,75,0,0,22.5,6.838561,16.235424518585205,LOW,Schedule delay above 6 months
1478,Construction of Bypass road to Balangir town from km 72/400 Desing km 0/0 to km 79/800 Design km 11/670 of NH-26 in the State of Odisha.,MoRTH,617904,Odisha,MoRTH,238.78,238.78,6.09,55.0,0.0,9.0,-52.449535136946146,0,50,40,0,25.0,3.083009,16.233203649520874,LOW,Schedule delay above 6 months
1479,Construction of Pratapgarh Bypass Extension connecting NH-31 to NH-330 on EPC mode in the State of Uttar Pradesh.,MoRTH,618055,Uttar Pradesh,MoRTH,225.17,225.17,0.0,73.0,0.0,12.0,-73.0,0,50,40,0,25.0,2.9558713,16.182348608970642,LOW,Schedule delay above 6 months
1480,Talabira II & III OCP - FMC,NLC India Limited [NLCIL],618982,Odisha,NLC India Limited [NLCIL],522.45,522.45,324.74,72.65,0.0,,-10.492855775672318,0,50,40,0,25.0,2.8613632,16.144545316696167,LOW,No major rule-based risk indicator detected
1481,Petro Resid Fluidized Catalytic Cracking [PRFCC] Unit and its associated facilities at Mumbai Refinery,Ministry of Petroleum & Natural Gas,619223,Maharashtra,Ministry of Petroleum & Natural Gas,13626.0,13626.0,55.4,4.4,0.0,0.0,-3.9934243358285633,0,0,100,0,25.0,2.829587,16.131834864616394,LOW,Low physical progress
1482,Improvement & widening of existing NH-08 to 4-lane with Paved Shoulder from Champak Nagar to Khayerpur section design Km 242500 to Km 261610 in the state of Tripura on EPC basis under NHO-NE,NHIDCL,618350,Tripura,NHIDCL,920.66,920.66,0.0,43.8,0.0,6.0,-43.8,0,25,75,0,26.25,0.91275644,16.1151025891304,LOW,Low physical progress
1483,4-L Bilasipara-Guwahati Package-9,NHIDCL,618283,Assam,NHIDCL,1000.27,1000.27,416.11,50.92,0.0,9.0,-9.32023193737691,0,50,40,0,25.0,2.7746005,16.109840273857117,LOW,Schedule delay above 6 months
1484,"Construction of Mihona bypass, Lahar bypass, Daboh bypass & Bhander Bypass total length 20.60 km to 2-lane with paved shoulder from on Mihona-Bhander-MP/UP border section of NH 552E in the State of Madhya Pradesh on EPC mode",MoRTH,618045,Madhya Pradesh,MoRTH,179.18,179.18,71.77,67.0,0.0,,-26.945306395803108,0,50,40,0,25.0,2.7694395,16.107775807380676,LOW,No major rule-based risk indicator detected
1485,Construction of 2- Lane with paved shoulder from km 56.45 Dharampur More to 93.050 Pakur of NH-333A in the State of Jharkhand on EPC mode,MoRTH,618127,Jharkhand,MoRTH,255.73,255.73,0.0,8.5,0.0,0.0,-8.5,0,0,100,0,25.0,2.7500803,16.100032210350037,LOW,Low physical progress
1486,Access Controlled Highway of 4 Lane with Paved Shoulders from TN/AP Border Design Chainage Km 6151 to Puttur Design Chainage Km 81540 of NH-716 & 6 Lane with Paved Shoulders from Mallavaram to Renigunta,National Highways Authority of India [NHAI],618920,Andhra Pradesh,National Highways Authority of India [NHAI],1346.82,1260.37,171.16,34.98,-6.4188235992931535,2.0,-21.399860834516844,0,25,75,0,26.25,0.8314914,16.082596570253372,LOW,Low physical progress
1487,Widening and up-gradation to 2-lane with paved shoulder configuration and geometric improvements from km 339.00 to km 380.00 Siaha on Aizawl-Tuipang section under JICA ODA Loan assistance Phase-I Package-8,NHIDCL,618383,Mizoram,NHIDCL,637.06,637.06,101.89,99.82,0.0,21.0,-83.82621605500266,0,75,0,0,22.5,6.449949,16.07997965812683,LOW,Schedule delay above 6 months
1488,Construction of Additional Structures including Approaches in Vadodara Surat Section of NH48 between existing Km. 108.000 to Km. 250.000,National Highways Authority of India [NHAI],618508,Gujarat,National Highways Authority of India [NHAI],907.39,907.39,345.87,46.39,0.0,0.0,-8.272983061307706,0,0,75,0,18.75,12.064513,16.075805187225342,LOW,Low physical progress
1489,PRP-VIII [Group-A],Ministry of Petroleum & Natural Gas,616950,Offshore,Ministry of Petroleum & Natural Gas,1486.4,1486.4,529.96,53.8,0.0,10.0,-18.14607104413348,0,50,40,0,25.0,2.607377,16.042950868606567,LOW,Schedule delay above 6 months
1490,Balance work of Widening to 2 Two lane with hard shoulder of Churachandpur to Tuivai section of NH-102B from km 130.000 to km 141.029 Package-4B in the State of Manipur on EPC Mode,NHIDCL,618348,Manipur,NHIDCL,177.76,177.76,1.41,0.97,0.0,0.0,-0.1767956795679568,0,0,100,0,25.0,2.5893943,16.035757780075073,LOW,Low physical progress
1491,Widening to 4 lane from km. 139.00 to km 179.20 of NH-135A Pkg-III Jaunpur Akbarpur section and Akbarpur bypass on Hybrid Annuity Mode in the state of Uttar Pradesh.,MoRTH,618248,Uttar Pradesh,MoRTH,1653.15,1653.15,0.0,10.0,0.0,0.0,-10.0,0,0,100,0,25.0,2.5744302,16.02977216243744,LOW,Low physical progress
1492,Mechanization of Berth No.14 for handling Containers and other cargo on DBFOT basis - Phase II,New Mangalore Port Authority,617804,Karnataka,New Mangalore Port Authority,153.23,153.23,58.93,58.0,0.0,,-19.54147360177511,0,50,40,0,25.0,2.572632,16.02905285358429,LOW,No major rule-based risk indicator detected
1493,Upgradation to 2-lane with Hard shoulder configuration of Suraithota Ch. 29.725 km to Malari Ch. 60.550 km road on NH- 107B under in the state of Uttarakhand.,MoRTH,618219,Uttarakhand,MoRTH,292.76,292.76,0.0,72.5,0.0,7.0,-72.5,0,50,40,0,25.0,2.521412,16.008564829826355,LOW,Schedule delay above 6 months
1494,Jeypore-Malkanagiri New Railway Line Project,East Coast Railway [ECoR] - II,705742,Odisha,East Coast Railway [ECoR] - II,2344.0,2344.0,549.72,23.1,0.0,0.0,0.352218430034128,0,0,100,0,25.0,2.4994643,15.999785721302032,LOW,Low physical progress
1495,Bypass on Western side of Gwalior City,National Highways Authority of India [NHAI],618619,Madhya Pradesh,National Highways Authority of India [NHAI],998.95,998.95,20.06,0.0,0.0,0.0,2.0081085139396366,0,0,100,0,25.0,2.432611,15.973044395446777,LOW,Low physical progress
1496,AMALGAMATED YEKONA I & YEKONA,Western Coalfields Limited [WCL],400177,Maharashtra,Western Coalfields Limited [WCL],727.28,727.28,563.25,80.77,0.0,12.0,-3.3238994610053822,0,50,0,0,15.0,17.426115,15.970446109771729,LOW,Schedule delay above 6 months
1497,SIRKA OC,Ministry of Coal,615822,Jharkhand,Ministry of Coal,222.82,222.82,140.72,63.52,0.0,,-0.3658845705053437,0,50,40,0,25.0,2.421228,15.968491196632385,LOW,No major rule-based risk indicator detected
1498,Widening and strengthening to 2LPS including LA of Kandarpur-Balikuda from km 277/500 to 318/970 of NH-55 in the State of Odisha under Annual Plan 2021-22.,MoRTH,617921,Odisha,MoRTH,499.79,499.79,129.74,60.65,0.0,11.0,-34.69109726084956,0,50,40,0,25.0,2.40816,15.963263988494873,LOW,Schedule delay above 6 months
1499,Upgradation of Mehsana-Visnagar-vadnagar-Kheralu-Idar section from km 0/00 to 81/300 of NH 168G Mehsana to Idar in the State of GujaratTotal Length 81.300 Km on Hybrid Annuity Mode HAM,MoRTH,618107,Gujarat,MoRTH,1155.21,1155.21,32.09,11.0,0.0,0.0,-8.222150085265882,0,0,100,0,25.0,2.36274,15.945096015930176,LOW,Low physical progress
1500,4 L of China Orampadu-Renigunta section of NH-716 Package-II of Kadapa- Renigunta section,National Highways Authority of India [NHAI],619102,Andhra Pradesh,National Highways Authority of India [NHAI],1500.11,1500.11,0.17,0.0,0.0,0.0,0.0113325022831659,0,0,100,0,25.0,2.3536725,15.941469013690948,LOW,Low physical progress
1501,Transmission System for evacuation of Power from Rajasthan REZ Ph-IV [Part-4 3.5 GW] Part A [SPV name POWERGRID Ghiror Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],616670,"Multi-States
(Rajasthan, Uttar
Pradesh)",Power Grid Corporation of India Limited [POWERGRID],5846.0,5846.0,1636.88,31.37,0.0,6.0,-3.3699999999999974,0,25,75,0,26.25,0.45742053,15.932968214154243,LOW,Low physical progress
1502,Widening & Strenthening from km132.895 to km 190.15 NH-80,MoRTH,617958,Bihar,MoRTH,566.1,566.1,251.12,95.0,0.0,20.0,-50.64034622858152,0,75,0,0,22.5,6.051475,15.920590162277222,LOW,Schedule delay above 6 months
1503,KONAR EXPANSION OCP,Ministry of Coal,400073,Jharkhand,Ministry of Coal,799.34,799.34,433.64,53.47,0.0,,0.7797560487402038,0,50,40,0,25.0,2.2554495,15.902179837226868,LOW,No major rule-based risk indicator detected
1504,Rehabilitation & Upgradation of existing intermediate lane to two Lane with paved shoulder from km. 0.600 Gulganj bypass on NH-34 to km. 43.00 Barna River length 42.400 km. on Gulganj-Amanganj-Pawai-Katni NH43 Extn. in the state of Madhya Pradesh on EPCmode.,MoRTH,618035,Madhya Pradesh,MoRTH,275.4,275.4,0.0,53.0,0.0,7.0,-53.0,0,50,40,0,25.0,2.250816,15.900326430797577,LOW,Schedule delay above 6 months
1505,Widening to two/four lane with paved shoulders from Km.34.250 to Km.71.830 of NH- 365A on Kodad-Khammam-Kurvi road.,MoRTH,618140,Telangana,MoRTH,445.76,445.76,18.32,10.8,0.0,0.0,-6.690165111270639,0,0,100,0,25.0,2.2441163,15.89764654636383,LOW,Low physical progress
1506,Eastern Region Expansion Scheme-43 [ERES-43],Power Grid Corporation of India Limited [POWERGRID],617271,"Multi-States
(Bihar, Odisha,
West Bengal)",Power Grid Corporation of India Limited [POWERGRID],342.69,342.69,102.8,29.73,0.0,6.0,0.2679573375353783,0,25,75,0,26.25,0.31062105,15.874248422682285,LOW,Low physical progress
1507,City Gas Distribution Project at Pathankot District,MinistryofPetroleumNaturalGas,709770,Punjab,MinistryofPetroleumNaturalGas,151.0,151.0,8.89,2.0,0.0,0.0,3.887417218543047,0,0,100,0,25.0,2.1594493,15.863779723644257,LOW,Low physical progress
1508,"Construction of Basement + Ground Floor+ 10 Storeyed building for State of the Art Director General, GSI Building at plot No.GN-40, Sector-V, Salt Lake, Kolkata",Central Public Works Department [CPWD],617280,West Bengal,Central Public Works Department [CPWD],255.37,255.37,98.92,64.0,0.0,,-25.264048243724787,0,50,40,0,25.0,2.1235917,15.849436700344086,LOW,No major rule-based risk indicator detected
1509,Dahod Creation of Infrastructure facilities for 9000 HP Electric locomotives Manufacturing at,PCE/WR,611977,Gujarat,PCE/WR,487.0,487.0,222.88,53.0,0.0,,-7.234086242299796,0,50,40,0,25.0,2.1196527,15.847861111164093,LOW,No major rule-based risk indicator detected
1510,Construction of Six lane elevated flyover including reconstruction/rehabilitation of existing pavement from Km 406100 to Km 411150 Length 5.05 Km at Gobindpur area in the Barwa Adda Panagarh section of NH-19 from Km.398.240 to Km.521.120 including Panagarh Bypass in the State of Jharkhand on EPC Mode.,National Highways Authority of India [NHAI],618535,Jharkhand,National Highways Authority of India [NHAI],687.77,442.52,33.97,11.8,-35.658723119647554,0.0,-4.123510801771673,0,0,100,0,25.0,2.1050706,15.842028260231018,LOW,Low physical progress
1511,4L of Kadapa China Orampadu section of NH-716 Package I of Kadapa-Renigunta section,National Highways Authority of India [NHAI],618633,Andhra Pradesh,National Highways Authority of India [NHAI],1732.66,1732.66,0.03,0.0,0.0,0.0,0.001731441829326,0,0,100,0,25.0,2.0822346,15.83289384841919,LOW,Low physical progress
1512,Construction of New 4-Lane Bridge Parallel to existing Vikramashila Setufrom km 8920 to Km 13375including approach road 35m Naugachhia side &53 m Bhagalpur sideacross River Ganga on newly declared NH-131B at Bhagalpur in the State of Bihar,MoRTH,618246,Bihar,MoRTH,1110.23,1110.23,0.0,49.78,0.0,0.0,-49.78,0,0,75,0,18.75,11.447268,15.828907012939453,LOW,Low physical progress
1513,"Re-Construction of Rigid portions of Secondary Runway, K and A Taxiway and Strengthening of C Taxiway at NSCBI Airport Kolkata.",612791,N04000109,West Bengal,Airport Authority of India [AAI],328.3,328.3,139.77,64.5,0.0,10.0,-21.926134632957663,0,50,40,0,25.0,2.0709493,15.82837975025177,LOW,Schedule delay above 6 months
1514,Installation of New Bar Mill at Durgapur Steel Plant,Steel Authority of India Limited [SAIL],617242,West Bengal,Steel Authority of India Limited [SAIL],2115.44,2115.44,564.14,57.55,0.0,,-30.8822618462353,0,50,40,0,25.0,2.0260038,15.810401558876038,LOW,No major rule-based risk indicator detected
1515,6L Access Controlled Greenfield Highway from Narayanmpet Ch. 203500 to Chandrasekharpuram Ch. 228000Package-10,National Highways Authority of India [NHAI],619123,Andhra Pradesh,National Highways Authority of India [NHAI],813.66,678.21,196.59,61.5,-16.647002433448854,10.0,-32.51340292829655,0,50,40,0,25.0,1.9807564,15.792302548885345,LOW,Schedule delay above 6 months
1516,Construction of Daspalla Bypass from km 195.250 To 200.635 of NH-57 including land acquisition in the state of Odisha on EPC mode under Annual Plan 2022-23.,MoRTH,617923,Odisha,MoRTH,155.97,155.97,36.6,20.0,0.0,0.0,3.466051163685325,0,0,100,0,25.0,1.9712865,15.788514614105225,LOW,Low physical progress
1517,Gurdaspur Jammu Pipeline,Gas Authority of India Limited [GAIL],612853,"Multi-States
(Jammu and
Kashmir, Punjab)",Gas Authority of India Limited [GAIL],521.9,521.9,302.5,47.6,0.0,0.0,10.36129526729259,0,0,75,40,24.75,2.3255935,15.780237412452697,LOW,Low physical progress
1518,Balance work of Widening to 2 Two lane with hard shoulder of Churachandpur to Tuivai section of NH-102B from Design Chainage km 118850 to km 130000 Package- 4A in the State of Manipur on EPC Mode,NHIDCL,618349,Manipur,NHIDCL,204.12,204.12,0.0,21.39,0.0,0.0,-21.39,0,0,100,0,25.0,1.9448303,15.777932107448578,LOW,Low physical progress
1519,6L Access Controlled Greenfield Highway from Chandrasekharapuram Ch. 228000 to Polavaram Ch. 260000of [NH-544G] Package-11,National Highways Authority of India [NHAI],618721,Andhra Pradesh,National Highways Authority of India [NHAI],1292.65,1110.33,319.82,58.42,-14.104359261981214,11.0,-29.615950753379625,0,50,40,0,25.0,1.9155874,15.766234993934631,LOW,Schedule delay above 6 months
1520,"4-Laning of NH-37 Section between Demow to End of Moran Bypass From Km. 534.800 to Km. 561.700 including Emergency Landing Facility ELF under SARDP-NE, Phase 'A' in the State of Assam on EPC mode",NHIDCL,618438,Assam,NHIDCL,385.57,385.57,145.89,100.0,0.0,13.0,-62.16251264361854,0,75,0,0,22.5,5.6541724,15.761668920516968,LOW,Schedule delay above 6 months
1521,"Rehabilitation and Upgradation of LB-Nagar to Malkapur section to 6-Lane main carriageway with service roads, drains cum footpath, including VUPs and widening of Minor bridge & road safety provisions from Km. 15/00 to Km 40/00 of NH-65 Old NH-9 under NH O for the year 2020-21 in the state of Telangana on EPC Mode.",MoRTH,617940,Telangana,MoRTH,545.11,545.11,273.9,80.59,0.0,23.0,-30.343260809744827,0,75,0,0,22.5,5.645834,15.758333683013916,LOW,Schedule delay above 6 months
1522,Balance work of 4L Panvel to Indapur section of NH-66 Old NH- 17 from km 0.000 Panvel to km 42.300 Kasu,National Highways Authority of India [NHAI],618594,Maharashtra,National Highways Authority of India [NHAI],329.82,196.87,185.0,96.89,-40.30986598750834,19.0,-2.919359475796213,0,75,0,0,22.5,5.6377096,15.755083799362183,LOW,Schedule delay above 6 months
1523,Construction of 2-Lane with hard shoulders of Merangkong-Tamlu-Mon Road on EPC Basis from existing road Km. 76.640 to Km 98.065 Design chainage Km. 63.800 to Km. 86.835 Design Length-23.035 Km in the state of Nagaland under SARDP-NE PKG-IV Balance work,NHIDCL,619059,Nagaland,NHIDCL,323.98,323.98,70.46,75.05,0.0,15.0,-53.30174393481079,0,75,0,0,22.5,5.635883,15.754353284835815,LOW,Schedule delay above 6 months
1524,Samastipur-Darbhanga Doubling Railway Project,East Central Railway [ECR] - I,705526,Bihar,East Central Railway [ECR] - I,519.0,519.0,401.84,97.0,0.0,7.0,-19.57418111753373,0,50,0,0,15.0,16.821012,15.728404998779297,LOW,Schedule delay above 6 months
1525,Chhota Udaipur - Dhar New Line Project [157 km],Western Railway [WR] - II,705454,"Multi-States
(Gujarat, Madhya
Pradesh)",Western Railway [WR] - II,1794.0,1794.0,1819.63,80.3,0.0,0.0,21.128651059085858,0,0,0,75,11.25,22.393429,15.707371711730957,LOW,Expenditure is significantly ahead of physical progress | Expenditure exceeds revised project cost
1526,Widening and Strengthening up gradation to 2 lane with paved shoulder from existing chainage Km 192.98 to Km 229.820 design chainage Km 162.800 to Km 198.18 under 31 BRTF on Akhnoor-Poonch Road NH-144A in the UT of Jammu and Kashmir under Project Sampark Border Roads Organisation BRO on EPC Mode Package-VIII Job No NH-144A-J&K-2022-2023-111,MoRTH,618222,"Jammu and
Kashmir",MoRTH,562.45,562.45,137.07,70.03,0.0,8.0,-45.65983376300116,0,50,40,0,25.0,1.7654929,15.706197202205658,LOW,Schedule delay above 6 months
1527,Widening and Up-gradation to 2- Lane with Paved Shoulder Configuration and geometric improvement from Km. 125. 000 to Km 166 Package-3 on Aizawl Tuipang Section of NH-54 in the State of Mizoram Package-3,NHIDCL,618380,Mizoram,NHIDCL,867.09,867.09,159.47,97.51,0.0,24.0,-79.11859887670253,0,75,0,0,22.5,5.5148425,15.705937147140503,LOW,Schedule delay above 6 months
1528,4L Vidisha Gyaraspur section of NH-146 from Design Chainage km 59475 existing chainage km 81240 to Design Chainage km 88361 existing chainage km 110.315,National Highways Authority of India [NHAI],618662,Madhya Pradesh,National Highways Authority of India [NHAI],980.2,980.2,0.81,1.7,0.0,0.0,-1.6173638033054478,0,0,100,0,25.0,1.7447299,15.6978919506073,LOW,Low physical progress
1529,"Construction or 4 lane Raniganj Bypass of length 5.261 km on NH-60 new NH-14 from km 273.00 of NH to km 478.18 of NH-2 New NH 16 in paschim Bardhaman, West Bengal in EPC Mode- reg. Job No. 014-WB-2022-23/514",MoRTH,617894,West Bengal,MoRTH,410.83,410.83,157.03,65.11,0.0,9.0,-26.887377504077108,0,50,40,0,25.0,1.7350305,15.694012224674225,LOW,Schedule delay above 6 months
1530,"Construction of Dubrajpur Bypass with 4-lane configuration of length 5.676 km on NH- 60 new NH-14 from design chainage 0.00 existing km 316.135 on NH-60 to design chainage 5.676 existing km 320.980 on NH-60 in the district of Birbhum, West Bengal under Annual Plan 2022-23 in EPC Mode- reg. Job. No. 014-WB-2022- 23/518 .",MoRTH,619004,West Bengal,MoRTH,560.79,560.79,0.0,3.5,0.0,0.0,-3.5,0,0,100,0,25.0,1.7240912,15.689636468887329,LOW,Low physical progress
1531,4-L Bilasipara-Guwahati Package-10,NHIDCL,618282,Assam,NHIDCL,1264.9,1264.9,469.24,56.91,0.0,9.0,-19.812996284291245,0,50,40,0,25.0,1.6960075,15.67840301990509,LOW,Schedule delay above 6 months
1532,ATF Pipeline from BPCLs Malkapur POL Installation to Hyderabad International airport,MinistryofPetroleumNaturalGas,617822,Telangana,MinistryofPetroleumNaturalGas,215.0,215.0,45.69,24.7,0.0,0.0,-3.448837209302326,0,0,100,0,25.0,1.6781256,15.67125028371811,LOW,Low physical progress
1533,Construction of Deoria Bypass from existing Km. 27.140 to existing Km. 46.780 Design Km. 49.109 on NH727A Design length 21.969 Km. to four lane with paved shoulder configuration under Hybrid Annuity Mode HAM in the State of Uttar Pradesh,MoRTH,618262,Uttar Pradesh,MoRTH,1734.7,1734.7,0.0,10.0,0.0,0.0,-10.0,0,0,100,0,25.0,1.6746541,15.669861674308777,LOW,Low physical progress
1534,"Rehabilitation and Up-gradation from km. 0000 to km.40390 of NH-730S MaharajganjNichloulThuthibari to two lane with paved shoulders in the State of U.P. on Engineering, Procurement & Construction EPC Basis.",MoRTH,618163,Uttar Pradesh,MoRTH,809.25,603.19,0.0,58.0,-25.463083101637313,12.0,-58.0,0,50,40,0,25.0,1.6427215,15.65708863735199,LOW,Schedule delay above 6 months
1535,Construction of Underpass beneath airport runway on NH-31 old NH-56 for proposed expansion of runway of Babatpur Airport Varanasi,National Highways Authority of India [NHAI],618848,Uttar Pradesh,National Highways Authority of India [NHAI],649.44,649.44,0.09,6.6,0.0,0.0,-6.586141906873614,0,0,100,0,25.0,1.6410966,15.656438648700714,LOW,Low physical progress
1536,4L of NH-80 section of Mirza Chauki to Farakka section from existing km 190.00 to design km 200.75 junction at km 3.100 of NH 133 B and from existing km 260.00 to existing km 283.00 design km 274.133 in the state of Jharkhand package - II,National Highways Authority of India [NHAI],618948,"Multi-States
(Jharkhand, West
Bengal)",National Highways Authority of India [NHAI],782.18,782.18,22.95,4.3,0.0,0.0,-1.365892761256999,0,0,100,0,25.0,1.6302738,15.652109563350677,LOW,Low physical progress
1537,Widening to Existing single lane /intermediate lane to 2 lane from Km185.00 to Km 220.00 of NH-61 New NH-02 in the state of Nagaland.,MoRTH,618072,Nagaland,MoRTH,297.25,297.25,149.19,100.0,0.0,20.0,-49.80992430613962,0,75,0,0,22.5,5.344776,15.637910604476929,LOW,Schedule delay above 6 months
1538,Transmission system for Evacuation of Additional 7 GW RE power from Khavda RE park under Phase-III Part B [Vataman Transmission Limited],Power Grid Corporation of India Limited [POWERGRID],612139,Gujarat,Power Grid Corporation of India Limited [POWERGRID],4231.0,4231.0,2538.6,62.0,0.0,12.0,-2.0,0,50,40,0,25.0,1.5900228,15.636009156703949,LOW,Schedule delay above 6 months
1539,Balance work of Rehabilitation and Upgradation to four laning of Baharagora Singhara section of NH-49 from Km.229.727 to Km.238.990 Length 9.263 Km. including construction of five nos. of Elephant Underpasses EUP and fourteen nos. of Animal Underpasses AUP inside the buffer zone of Similipal Tiger Reserve Area in Bangriposi Ghat section in the State of Odisha on EPC Mode,National Highways Authority of India [NHAI],618593,Odisha,National Highways Authority of India [NHAI],263.32,163.07,8.76,8.8,-38.07154792647729,0.0,-3.428073833323113,0,0,100,0,25.0,1.5621452,15.62485808134079,LOW,Low physical progress
1540,Lube Modernization & Bottom Upgradation Project at Mumbai Refinery,Ministry of Petroleum and Natural Gas,616933,Maharashtra,Ministry of Petroleum and Natural Gas,4679.0,4679.0,270.1,10.7,0.0,0.0,-4.927399016883948,0,0,100,0,25.0,1.5183471,15.607338845729828,LOW,Low physical progress
1541,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1] [Bikaner Complex] Part A [Bikaner Neemrana Transmission Ltd],Power Grid Corporation of India Limited [POWERGRID],612134,Rajasthan,Power Grid Corporation of India Limited [POWERGRID],4741.0,4741.0,3650.57,72.22,0.0,12.0,4.780000000000001,0,50,40,0,25.0,1.5159626,15.606385052204132,LOW,Schedule delay above 6 months
1542,SIARMAL OCP,Mahanadi Coalfields Limited [MCL],400166,Odisha,Mahanadi Coalfields Limited [MCL],5194.95,5194.95,3490.38,59.5,0.0,,7.687942136112966,0,50,40,0,25.0,1.4948673,15.59794694185257,LOW,No major rule-based risk indicator detected
1543,Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant,Steel Authority of India Limited [SAIL],617257,Jharkhand,Steel Authority of India Limited [SAIL],627.31,627.31,330.82,61.84,0.0,,-9.103713315585594,0,50,40,0,25.0,1.4259403,15.570376098155975,LOW,No major rule-based risk indicator detected
1544,4 Lane Inner Ring Road around Allahabad City Pkg-1 Prayagraj Southern Bypass 34.400 43.200,National Highways Authority of India [NHAI],618961,Uttar Pradesh,National Highways Authority of India [NHAI],775.94,498.97,15.11,4.44,-35.69477021419182,0.0,-1.4117618293684997,0,0,100,0,25.0,1.4108672,15.56434690952301,LOW,Low physical progress
1545,"Rehabilitation and Up-gradation of Valigonda to Thorrur Section to Two Lane with Paved Shoulders from Km 39.180 to Km 108.300 of NH-930P in the State of Telangana on Engineering, Procurement and Construction EPC Basis",MoRTH,618186,Telangana,MoRTH,549.28,549.28,296.89,94.01,0.0,17.0,-39.95924264491698,0,75,0,0,22.5,5.140737,15.556294918060303,LOW,Schedule delay above 6 months
1546,GANDHIGRAM UG MINE,Western Coalfields Limited [WCL],615206,Madhya Pradesh,Western Coalfields Limited [WCL],414.15,414.15,22.11,56.88,0.0,,-51.54135458167331,0,50,40,0,25.0,1.3774427,15.550977110862732,LOW,No major rule-based risk indicator detected
